date,season,month,team,opponent,result,rolling_window_games,rolling_wins,rolling_losses,rolling_draws,rolling_win_rate
2025-08-19,2025,8,삼성,NC,W,10,4,5,1,0.444
2025-08-20,2025,8,삼성,NC,W,10,4,5,1,0.444
2025-08-21,2025,8,삼성,NC,L,10,4,5,1,0.444
2025-08-22,2025,8,삼성,키움,W,10,5,4,1,0.556
2025-08-23,2025,8,삼성,키움,W,10,6,3,1,0.667
2025-08-24,2025,8,삼성,키움,W,10,7,2,1,0.778
2025-08-26,2025,8,삼성,두산,W,10,8,1,1,0.889
2025-08-27,2025,8,삼성,두산,W,10,8,1,1,0.889
2025-08-28,2025,8,삼성,두산,L,10,7,2,1,0.778
2025-08-29,2025,8,삼성,한화,W,10,8,2,0,0.800
2025-08-30,2025,8,삼성,한화,W,10,8,2,0,0.800
2025-08-31,2025,8,삼성,한화,W,10,8,2,0,0.800
2025-09-03,2025,9,삼성,키움,L,10,8,2,0,0.800
2025-09-05,2025,9,삼성,키움,W,10,8,2,0,0.800
2025-09-06,2025,9,삼성,한화,L,10,7,3,0,0.700
2025-09-07,2025,9,삼성,한화,W,10,7,3,0,0.700
2025-09-10,2025,9,삼성,KIA,L,10,6,4,0,0.600
2025-09-11,2025,9,삼성,SSG,L,10,5,5,0,0.500
2025-09-13,2025,9,삼성,KT,L,10,5,5,0,0.500
2025-09-14,2025,9,삼성,KT,W,10,5,5,0,0.500
2025-09-16,2025,9,삼성,롯데,W,10,5,5,0,0.500
2025-09-18,2025,9,삼성,NC,W,10,5,5,0,0.500
2025-09-20,2025,9,삼성,LG,W,10,6,4,0,0.600
2025-09-21,2025,9,삼성,KT,L,10,5,5,0,0.500
2025-09-23,2025,9,삼성,두산,W,10,6,4,0,0.600
2025-09-24,2025,9,삼성,롯데,W,10,6,4,0,0.600
2025-09-25,2025,9,삼성,키움,W,10,7,3,0,0.700
2025-09-26,2025,9,삼성,롯데,L,10,7,3,0,0.700
2025-09-28,2025,9,삼성,키움,W,10,8,2,0,0.800
2025-09-30,2025,9,삼성,KIA,W,10,8,2,0,0.800
2025-10-04,2025,10,삼성,KIA,L,10,7,3,0,0.700
