date,season,team,opponent,home_away,runs_for,runs_against,stadium,result,status,game_id,source_url
2023-04-21,2023,KIA,삼성,home,5,4,광주,W,completed,20230421SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230421&gameId=20230421SSHT0
2023-04-21,2023,삼성,KIA,away,4,5,광주,L,completed,20230421SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230421&gameId=20230421SSHT0
2023-04-22,2023,KIA,삼성,home,6,2,광주,W,completed,20230422SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230422&gameId=20230422SSHT0
2023-04-22,2023,삼성,KIA,away,2,6,광주,L,completed,20230422SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230422&gameId=20230422SSHT0
2023-04-23,2023,KIA,삼성,home,5,3,광주,W,completed,20230423SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230423&gameId=20230423SSHT0
2023-04-23,2023,삼성,KIA,away,3,5,광주,L,completed,20230423SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230423&gameId=20230423SSHT0
2023-04-25,2023,삼성,두산,home,,,대구,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-04-25,2023,KIA,NC,home,0,6,광주,L,completed,20230425NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230425&gameId=20230425NCHT0
2023-04-26,2023,KIA,NC,home,6,0,광주,W,completed,20230426NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230426&gameId=20230426NCHT0
2023-04-26,2023,삼성,두산,home,1,0,대구,W,completed,20230426OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230426&gameId=20230426OBSS0
2023-04-27,2023,KIA,NC,home,5,0,광주,W,completed,20230427NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230427&gameId=20230427NCHT0
2023-04-27,2023,삼성,두산,home,7,6,대구,W,completed,20230427OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230427&gameId=20230427OBSS0
2023-04-28,2023,KIA,LG,away,4,3,잠실,W,completed,20230428HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230428&gameId=20230428HTLG0
2023-04-28,2023,삼성,KT,away,10,9,수원,W,completed,20230428SSKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230428&gameId=20230428SSKT0
2023-04-29,2023,KIA,LG,away,6,3,잠실,W,completed,20230429HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230429&gameId=20230429HTLG0
2023-04-29,2023,삼성,KT,away,3,2,수원,W,completed,20230429SSKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230429&gameId=20230429SSKT0
2023-04-30,2023,KIA,LG,away,12,8,잠실,W,completed,20230430HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230430&gameId=20230430HTLG0
2023-04-30,2023,삼성,KT,away,1,0,수원,W,completed,20230430SSKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230430&gameId=20230430SSKT0
2023-05-02,2023,KIA,롯데,home,4,7,광주,L,completed,20230502LTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230502&gameId=20230502LTHT0
2023-05-02,2023,삼성,키움,home,0,4,대구,L,completed,20230502WOSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230502&gameId=20230502WOSS0
2023-05-03,2023,KIA,롯데,home,10,2,광주,W,completed,20230503LTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230503&gameId=20230503LTHT0
2023-05-03,2023,삼성,키움,home,1,4,대구,L,completed,20230503WOSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230503&gameId=20230503WOSS0
2023-05-04,2023,KIA,롯데,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-05-04,2023,삼성,키움,home,14,1,대구,W,completed,20230504WOSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230504&gameId=20230504WOSS0
2023-05-05,2023,KIA,NC,away,,,창원,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-05-05,2023,삼성,롯데,away,,,사직,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-05-06,2023,KIA,NC,away,,,창원,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-05-06,2023,삼성,롯데,away,,,사직,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-05-07,2023,KIA,NC,away,,,창원,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-05-07,2023,삼성,롯데,away,,,사직,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-05-09,2023,KIA,SSG,home,3,0,광주,W,completed,20230509SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230509&gameId=20230509SKHT0
2023-05-09,2023,삼성,한화,away,9,1,한밭,W,completed,20230509SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230509&gameId=20230509SSHH0
2023-05-10,2023,KIA,SSG,home,3,5,광주,L,completed,20230510SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230510&gameId=20230510SKHT0
2023-05-10,2023,삼성,한화,away,1,5,한밭,L,completed,20230510SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230510&gameId=20230510SSHH0
2023-05-11,2023,KIA,SSG,home,3,5,광주,L,completed,20230511SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230511&gameId=20230511SKHT0
2023-05-11,2023,삼성,한화,away,0,4,한밭,L,completed,20230511SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230511&gameId=20230511SSHH0
2023-05-12,2023,KIA,두산,away,1,6,잠실,L,completed,20230512HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230512&gameId=20230512HTOB0
2023-05-12,2023,삼성,LG,home,4,0,대구,W,completed,20230512LGSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230512&gameId=20230512LGSS0
2023-05-13,2023,KIA,두산,away,1,5,잠실,L,completed,20230513HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230513&gameId=20230513HTOB0
2023-05-13,2023,삼성,LG,home,4,7,대구,L,completed,20230513LGSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230513&gameId=20230513LGSS0
2023-05-14,2023,KIA,두산,away,4,8,잠실,L,completed,20230514HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230514&gameId=20230514HTOB0
2023-05-14,2023,삼성,LG,home,5,8,대구,L,completed,20230514LGSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230514&gameId=20230514LGSS0
2023-05-16,2023,KIA,삼성,away,8,2,대구,W,completed,20230516HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230516&gameId=20230516HTSS0
2023-05-16,2023,삼성,KIA,home,2,8,대구,L,completed,20230516HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230516&gameId=20230516HTSS0
2023-05-17,2023,KIA,삼성,away,7,6,대구,W,completed,20230517HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230517&gameId=20230517HTSS0
2023-05-17,2023,삼성,KIA,home,6,7,대구,L,completed,20230517HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230517&gameId=20230517HTSS0
2023-05-18,2023,KIA,삼성,away,,,대구,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-05-18,2023,삼성,KIA,home,,,대구,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-05-19,2023,삼성,NC,away,5,4,창원,W,completed,20230519SSNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230519&gameId=20230519SSNC0
2023-05-19,2023,KIA,키움,home,10,1,광주,W,completed,20230519WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230519&gameId=20230519WOHT0
2023-05-20,2023,삼성,NC,away,3,14,창원,L,completed,20230520SSNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230520&gameId=20230520SSNC0
2023-05-20,2023,KIA,키움,home,3,2,광주,W,completed,20230520WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230520&gameId=20230520WOHT0
2023-05-21,2023,삼성,NC,away,2,1,창원,W,completed,20230521SSNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230521&gameId=20230521SSNC0
2023-05-21,2023,KIA,키움,home,0,1,광주,L,completed,20230521WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230521&gameId=20230521WOHT0
2023-05-23,2023,KIA,한화,away,5,9,한밭,L,completed,20230523HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230523&gameId=20230523HTHH0
2023-05-23,2023,삼성,두산,away,5,7,잠실,L,completed,20230523SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230523&gameId=20230523SSOB0
2023-05-24,2023,KIA,한화,away,4,2,한밭,W,completed,20230524HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230524&gameId=20230524HTHH0
2023-05-24,2023,삼성,두산,away,6,1,잠실,W,completed,20230524SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230524&gameId=20230524SSOB0
2023-05-25,2023,KIA,한화,away,3,4,한밭,L,completed,20230525HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230525&gameId=20230525HTHH0
2023-05-25,2023,삼성,두산,away,3,4,잠실,L,completed,20230525SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230525&gameId=20230525SSOB0
2023-05-26,2023,삼성,KT,home,1,4,대구,L,completed,20230526KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230526&gameId=20230526KTSS0
2023-05-26,2023,KIA,LG,home,3,5,광주,L,completed,20230526LGHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230526&gameId=20230526LGHT0
2023-05-27,2023,삼성,KT,home,2,5,대구,L,completed,20230527KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230527&gameId=20230527KTSS0
2023-05-27,2023,KIA,LG,home,6,3,광주,W,completed,20230527LGHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230527&gameId=20230527LGHT0
2023-05-28,2023,삼성,KT,home,6,4,대구,W,completed,20230528KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230528&gameId=20230528KTSS0
2023-05-28,2023,KIA,LG,home,1,7,광주,L,completed,20230528LGHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230528&gameId=20230528LGHT0
2023-05-30,2023,KIA,KT,home,6,1,광주,W,completed,20230530KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230530&gameId=20230530KTHT0
2023-05-30,2023,삼성,SSG,away,2,3,문학,L,completed,20230530SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230530&gameId=20230530SSSK0
2023-05-31,2023,KIA,KT,home,7,1,광주,W,completed,20230531KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230531&gameId=20230531KTHT0
2023-05-31,2023,삼성,SSG,away,3,2,문학,W,completed,20230531SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230531&gameId=20230531SSSK0
2023-06-01,2023,KIA,KT,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-06-01,2023,삼성,SSG,away,2,14,문학,L,completed,20230601SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230601&gameId=20230601SSSK0
2023-06-02,2023,KIA,롯데,away,2,14,사직,L,completed,20230602HTLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230602&gameId=20230602HTLT0
2023-06-02,2023,삼성,한화,away,8,7,한밭,W,completed,20230602SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230602&gameId=20230602SSHH0
2023-06-03,2023,KIA,롯데,away,5,6,사직,L,completed,20230603HTLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230603&gameId=20230603HTLT0
2023-06-03,2023,삼성,한화,away,7,2,한밭,W,completed,20230603SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230603&gameId=20230603SSHH0
2023-06-04,2023,KIA,롯데,away,6,0,사직,W,completed,20230604HTLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230604&gameId=20230604HTLT0
2023-06-04,2023,삼성,한화,away,5,10,한밭,L,completed,20230604SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230604&gameId=20230604SSHH0
2023-06-06,2023,삼성,NC,home,9,6,대구,W,completed,20230606NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230606&gameId=20230606NCSS0
2023-06-06,2023,KIA,SSG,home,1,2,광주,L,completed,20230606SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230606&gameId=20230606SKHT0
2023-06-07,2023,삼성,NC,home,0,4,대구,L,completed,20230607NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230607&gameId=20230607NCSS0
2023-06-07,2023,KIA,SSG,home,8,9,광주,L,completed,20230607SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230607&gameId=20230607SKHT0
2023-06-08,2023,삼성,NC,home,1,7,대구,L,completed,20230608NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230608&gameId=20230608NCSS0
2023-06-08,2023,KIA,SSG,home,4,5,광주,L,completed,20230608SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230608&gameId=20230608SKHT0
2023-06-09,2023,KIA,두산,away,7,3,잠실,W,completed,20230609HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230609&gameId=20230609HTOB0
2023-06-09,2023,삼성,롯데,home,1,5,대구,L,completed,20230609LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230609&gameId=20230609LTSS0
2023-06-10,2023,KIA,두산,away,6,3,잠실,W,completed,20230610HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230610&gameId=20230610HTOB0
2023-06-10,2023,삼성,롯데,home,9,7,대구,W,completed,20230610LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230610&gameId=20230610LTSS0
2023-06-11,2023,KIA,두산,away,2,3,잠실,L,completed,20230611HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230611&gameId=20230611HTOB0
2023-06-11,2023,삼성,롯데,home,6,4,대구,W,completed,20230611LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230611&gameId=20230611LTSS0
2023-06-13,2023,KIA,키움,away,0,1,고척,L,completed,20230613HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230613&gameId=20230613HTWO0
2023-06-13,2023,삼성,LG,away,1,2,잠실,L,completed,20230613SSLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230613&gameId=20230613SSLG0
2023-06-14,2023,KIA,키움,away,1,2,고척,L,completed,20230614HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230614&gameId=20230614HTWO0
2023-06-14,2023,삼성,LG,away,2,3,잠실,L,completed,20230614SSLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230614&gameId=20230614SSLG0
2023-06-15,2023,KIA,키움,away,8,4,고척,W,completed,20230615HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230615&gameId=20230615HTWO0
2023-06-15,2023,삼성,LG,away,3,9,잠실,L,completed,20230615SSLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230615&gameId=20230615SSLG0
2023-06-16,2023,KIA,NC,home,13,11,광주,W,completed,20230616NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230616&gameId=20230616NCHT0
2023-06-16,2023,삼성,KT,away,6,7,수원,L,completed,20230616SSKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230616&gameId=20230616SSKT0
2023-06-17,2023,KIA,NC,home,7,10,광주,L,completed,20230617NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230617&gameId=20230617NCHT0
2023-06-17,2023,삼성,KT,away,5,6,수원,L,completed,20230617SSKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230617&gameId=20230617SSKT0
2023-06-18,2023,KIA,NC,home,7,7,광주,D,completed,20230618NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230618&gameId=20230618NCHT0
2023-06-18,2023,삼성,KT,away,7,5,수원,W,completed,20230618SSKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230618&gameId=20230618SSKT0
2023-06-20,2023,KIA,한화,away,6,4,한밭,W,completed,20230620HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230620&gameId=20230620HTHH0
2023-06-20,2023,삼성,키움,home,2,7,대구,L,completed,20230620WOSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230620&gameId=20230620WOSS0
2023-06-21,2023,KIA,한화,away,4,7,한밭,L,completed,20230621HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230621&gameId=20230621HTHH0
2023-06-21,2023,삼성,키움,home,0,2,대구,L,completed,20230621WOSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230621&gameId=20230621WOSS0
2023-06-22,2023,KIA,한화,away,0,1,한밭,L,completed,20230622HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230622&gameId=20230622HTHH0
2023-06-22,2023,삼성,키움,home,1,2,대구,L,completed,20230622WOSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230622&gameId=20230622WOSS0
2023-06-23,2023,KIA,KT,home,3,10,광주,L,completed,20230623KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230623&gameId=20230623KTHT0
2023-06-23,2023,삼성,SSG,away,0,6,문학,L,completed,20230623SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230623&gameId=20230623SSSK0
2023-06-24,2023,KIA,KT,home,4,1,광주,W,completed,20230624KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230624&gameId=20230624KTHT0
2023-06-24,2023,삼성,SSG,away,10,13,문학,L,completed,20230624SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230624&gameId=20230624SSSK0
2023-06-25,2023,KIA,KT,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-06-25,2023,삼성,SSG,away,5,2,문학,W,completed,20230625SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230625&gameId=20230625SSSK0
2023-06-27,2023,삼성,롯데,away,3,5,사직,L,completed,20230627SSLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230627&gameId=20230627SSLT0
2023-06-27,2023,KIA,키움,home,1,8,광주,L,completed,20230627WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230627&gameId=20230627WOHT0
2023-06-28,2023,삼성,롯데,away,6,9,사직,L,completed,20230628SSLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230628&gameId=20230628SSLT0
2023-06-28,2023,KIA,키움,home,5,7,광주,L,completed,20230628WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230628&gameId=20230628WOHT0
2023-06-29,2023,KIA,키움,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-06-29,2023,삼성,롯데,away,,,사직,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-06-30,2023,삼성,한화,home,1,6,대구,L,completed,20230630HHSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230630&gameId=20230630HHSS0
